"","cell_1","cell_2","cell_3","cell_4","cell_5","cell_6","cell_7","cell_8","cell_9","cell_10","cell_11","cell_12","cell_13","cell_14","cell_15","cell_16","cell_17","cell_18","cell_19","cell_20"
"RPS19BP1",191.31,5.1314,74.6928,2.051085,18.91105,0,13.27725,48.2757,142.6415,1.929,0.693018,0.4518125,0.332971,0.346852,0.942503,70.2437,2.041575,0.635615,0.109063,1566.39
"RPS2",968.369,14.265,1365.39,66.12685,761.391,255.887,301.241,191.269,1780.72,116.6465,177.585,1168.865,1226.06,57.32565,524.342,3375.615,452.0645,620.381,1817.585,1897.23
"RPS20",4.33058,111.645,176.913,102.0228,136.179,176.981,110.01075,70.26355,130.9735,118.765,49.78165,516.0635,269.916,57.04845,81.48875,56.2796,10.735,134.631,69.59075,293.9445
"RPS21",78.6699,10.6548,119.188,33.5247,10.862,26.9047,4.404065,6.96173,1.685595,53.2145,7.110405,26.8049,18.0692,98.58255,32.1565,55.70185,58.24705,0.881335,0.4112895,37.2195
"RPS23",36.8546,0.0563215,35.5323,3.486505,6.80564,109.419,5.342105,1.77813,41.4666,7.810435,16.2431,5.81629,16.1739,0.438151,25.81395,133.673,3.396175,0.1382746,15.01075,2.544905
"RPS24",189.373,10.8122,45.9012,106.88975,52.4611,75.2307,95.2934,6.955075,86.5369,4.453415,99.1804,441.349,8.46055,8.757565,233.296,536.292,4.130855,595.4025,130.8585,436.5975
"RPS25",123.736,89.3305,200.603,73.78865,409.5005,690.328,503.6525,296.914,162.5415,16.8785,73.4083,999.6155,51.0112,142.4785,85.5286,940.985,107.97175,819.443,422.446,123.2355
"RPS26",1.97595,17.0339,94.0225,277.785,61.76995,6.27537,20.4174,35.69865,66.1752,14.72045,8.67621,0,28.713,330.892,183.6855,14.55045,11.7646,312.842,3.478705,26.1815
"RPS26P11",0,0,0,0.43822,0,0,0,1.318196,0,0.9942605,0,0,202.241,0.432248,0.517945,0,0.3099045,0.1743565,0,0
"RPS27",455.636,9.26156,221.814,393.902,590.378,813.132,241.564,119.618,316.873,1.485995,114.0105,1851.28,107.229,167.0165,25.9631,1303.355,35.4505,426.812,224.1685,92.89625
"RPS27A",26.6608,2.10802e-08,77.9679,77.519,48.2377,18.001,49.1296,45.56545,261.7285,2.258245,23.965,142.9525,89.563,0,18.1597,305.73,124.2305,0.2529515,0.4856285,0.53807
"RPS27L",84.1936,0.64894,0.21933,0.321322,17.8613,104.864,0.647033,18.41525,1.46275,18.7649,10.670255,141.7905,0.0824485,0.723904,3.741615,0.1211663,1.93867,0.0760925,0.846826,0.1231062
"RPS28",23.1622,489.483,75.2761,0,72.7031,0,165.078,9.128225,136.8055,0,32.36875,58.566,196.979,16.40265,783.935,1277.65,52.2618,19.5681,0,1006.762
"RPS29",8.07662,0,102.223,2.578969,51.8737,99.3337,25.4705,23.69085,94.19995,0.8669365,14.67765,247.194,10.1762,119.497,26.09685,127.4465,13.9434,7.40843,78.04325,32.8989
"RPS2P32",3.65391,0,139.757,0.800526,6.695095,0,10.946025,2.098655,0.108943,0,7.91971,0.202517,148.883,10.075335,26.84095,0.227712,5.86045,0,0.251875,0
"RPS3",72.8957,0.236505,3.71143,0.2090035,30.7276,1.27411,11.3616,17.9398,5.944775,5.59059,61.3059,91.719,0.112302,283.9765,170.1325,80.8035,26.27515,1.613635,22.7479,0.6539605
"RPS3A",3.81171,103.883,293.536,15.01155,75.84485,3.60544,19.2572,47.01845,575.0735,167.792,115.032,263.5565,29.7076,1.84343,4.1847,178.2595,139.367,2.80059,197.4515,92.38225
"RPS4X",496.324,7.64845,45.2133,118.5335,83.0538,311.775,35.4272,68.98075,489.285,0,76.19815,299.1025,61.1285,0.17592,1.612835,42.65065,0.1257315,182.7545,150.9545,15.12105
"RPS4Y1",0,0,99.6848,0.085379,0,0,0.072872,0.1059305,0,0,0,0,0.171159,0.1852935,0.4221175,0.1559925,0,0,0.14819,0
"RPS4Y2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RPS5",102.962,193.651,475.482,0.1893385,141.5255,361.216,335.8425,223.7485,242.002,0.394539,77.552,900.5425,931.929,77.30065,351.204,2821.335,213.617,1314.725,2001.79,195.9985
"RPS6",176.926,3.28967,136.508,2.605205,149.2185,78.9454,382.5825,222.022,136.173,458.665,104.32165,182.1975,272.89,479.714,97.81485,905.796,138.734,1.313436,2133.215,105.0855
"RPS6KA1",0,0,0,0,0.800033,0,0.05114065,0.060537,0,0,1.999325,0,0,0,0.0333853,0,0,0.056006,0,0.125914
"RPS6KA2",0.0860043,0.0312116,0,0.0248613,0.1829725,0,1.604675,0,38.9312,18.10985,0.4764015,0,0.0298678,0,0,0,0,0,0,0.0271616
"RPS6KA2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RPS6KA2-IT1",0,0,0,0,0,0,0,0,0,0,0.608003,0,0,0,0,0,0,0,0,0
"RPS6KA3",0.657124,1.85267,0.233008,0.491995,1.97197,2.12986,0.9389585,1.786475,0.7377385,0.74335,5.955475,0.1600755,0.202758,0.08288045,14.97205,0.2948235,3.825755,20.77125,0.7695025,1.021637
"RPS6KA4",0,0,0,0.1070495,1.0407145,0,0,1.2369685,0,0,0.2600765,0.0332304,0,0,3.664405,0,1.2167235,0,0,0
"RPS6KA5",0.0353408,0,0,0,0,0,0.30748,0,0,0,1.838335,0,0.019462,0,0.0283928,0.0219222,0,0,0,0.3459985
"RPS6KA6",0.337227,0.143139,0.219838,0.263898,1.2774215,0.297854,0.627772,1.2647385,0.4286755,4.50981,8.336665,0.2193575,1.83142,0.1961335,5.746905,0.30977,2.38067,0.08565615,0.1724155,1.207885
"RPS6KB1",0,0,5.92737,0.0066707,0.322061,0.0368665,0,0,13.3119,0,0.06584235,0,0.0266458,0,0,0,0,0.0145181,0,0.014798
"RPS6KB2",0,0,0,0,0,0,0.263917,0,33.96805,0,3.12448,0,0.188033,0,0.080425,0,0,0,0,0.3642625
"RPS6KC1",0,0,0,0,4.962695,0,0,0,0,0,0,0,0,0,1.50609,0.01064155,0.03988335,0,0,0
"RPS6KL1",0.142238,0.0744999,1.10284,0,1.654195,0.0574937,3.20064,3.33418,0,0.413324,0.203721,0,0.527378,0.9837905,0.4570315,0,0.396438,0,0,0.1090935
"RPS7",0.436216,0.321186,20.5961,0.5647755,49.76815,55.315,8.69983,45.4068,859.354,680.2985,27.89605,0.100191,64.9048,5.053105,340.102,941.109,0.18225,149.784,0.2375455,2.5230345
"RPS7P5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0660835,0,0
"RPS8",264.916,76.2428,40.6936,1.830655,69.2776,386.817,79.4293,26.4035,92.1213,0.862967,110.67,170.325,39.756,115.7575,53.1926,1483.965,30.72655,371.2205,2.73837,1.5085965
"RPS9",10.5104,5.89282,28.4049,56.8758,248.802,301.37,57.74495,168.1625,269.943,281.2835,17.66435,1567.105,58.6275,1.122115,2.0171725,36.0406,6.941945,9.09139,744.6355,202.605
"RPSA",4.81046,0,10.2333,17.938,30.2376,0,13.18945,45.09595,35.15405,1.12453,19.85375,131.079,84.4658,342.5925,7.879795,3.632665,25.4804,0.2808385,0,0.155094
"RPSAP52",0,0,0,0,1.588235,0,0,0,0,0,0.676106,0,0,0,0,0,0,0,0,0
"RPSAP58",0,0,0,0,0.10615285,0,0,0,0,0,0,0,0.230292,0.698445,0,0,0.03814805,0,0,0
"RPSAP9",0,0,0.334222,0,10.91905,0,0.1819095,0.064973,0.16348525,3.54934,5.82872,0.6588505,1.11931,0.813661,0,0.0376493,0,0,0,0.484113
"RPTN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RPTOR",0,0,0,0,0,0,0.007644,0.007763,0.0552195,0.0103625,0.148268,0,0,0,0,0.01392245,0,0.0141159,0,0
"RPUSD1",0,0,0,0,0,0,0,0,0,0.0378664,0.709625,122.885,0.516136,1.62484,0,0,0,0,0,0
"RPUSD2",0,0,0,0,0,0,0,0.095286,0,0,0,0,0,0,0,0,0,0,0,0
"RPUSD3",0,0,0,0,0,0,0.0442711,0,13.5558,0,1.02666,0,0,0,0.1092155,0,0,0,0,0
"RPUSD4",0,20.4561,0,0,0,0,0,6.61173,0,0,0.06852,0,0,0,0.068434,0.02454495,0,0,0,0
"RQCD1",24.5804,50.7862,3.87075,0.361692,11.18228,1.90436,0.395219,6.94781,1.638565,3.37053,2.050275,12.00705,3.27904,51.02015,14.23345,0.1246614,2.19461,171.135,77.7164,7.090975
"RRAD",0,0,0,0,0,1.31757,0,0,0,0,0.10150005,0,0,0,0,0,0.3791845,0,0,0
"RRAGA",0,0,0,0,0,0,0.0719825,0,0,0,0,0.03515915,0,32.0425,0.0925202,0,0,0,1.948135,0
"RRAGB",0,0,0,0,0,0,0,0,27.6279,0,0.252666,0,0,0,20.1594,0.07416395,0.211048,3.93454,10.515655,3.188525
"RRAGC",0,57.3484,0.126793,0.0268547,0,1.09109,0,0,0,0,0.03649745,0,0,0,0.02461625,0,0,0,0,0
"RRAGD",0,0,3.02797,0,0,12.9435,1.970135,8.98233,0.784551,0,0.01871585,0.0063725,17.5293,0,0.0113284,0,0.0729894,0,0,0
"RRAS",0,0,0,0,0,0,0,0.15351,0,0,1.61108,0,0,0,0,0,0,0,0,0
"RRAS2",0,0,0,0,1.249055,0,0,0,0.04318445,49.2167,0.594193,0.01416785,0,0,87.50565,0,0,0,107.4185,0
"RRBP1",0,0,0,0.10073335,0.773319,0.0903736,1.062645,0.01135665,0,0.638655,0.0133874,0,1.31771,0,0.0418907,0,0.0226207,0,0.1468688,0.0569295
"RREB1",0,0,0,0.05790815,0.0117633,1.37747,0.02780425,0.01116085,0,0,0.6027335,0,0.126869,0.05732335,0.04454055,0.01635,0.01100715,0,5.350835,0.05248
"RRH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RRM1",0.0457356,0,0,0.01407395,0.0160898,0.123,0,14.2203,0.0244618,0.02843525,1.759725,0.01054575,0,0,0.03994805,0.07220005,0,0,6.216485,0.02955885
"RRM2",1.58658,1.20398,0.188587,0.6518155,1.845085,0.918097,0.763406,2.33051,0.609956,1.543935,20.083,0.2682665,0.0941153,1.504215,1.824585,0.7119795,4.64083,0.1482767,1.078145,0.615421
"RRM2B",0,0,0,0,0.02132405,0,0,0,0,0,0.481599,0.0055247,0,0,0,0,0,0.01162375,0,0
"RRN3",0,0,0,0.01194585,0,0.0518371,0,0.04142645,0.7024235,0,0.109059,0,21.4866,117.491,0,0.0873585,0,0.2864915,0,0.905513
"RRN3P1",0,0,0,0,0,0.123271,0,0,0,0,0.0455171,0,0,0,0,0,0,0,0,0
"RRN3P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09547955,4.86978
"RRN3P3",0.439596,5.35959,1.21766,0.201495,11.79575,0.683507,0.9769545,5.785335,0.2307765,5.301495,2.102315,0.3162805,0.303431,0.03597765,3.16889,0,2.26212,0.4747895,6.04244,0.074881
"RRNAD1",0,0,0,0,0,0,0,0,0,0,0.338423,0,0,24.12325,0,0,0,0,0,0
"RRP1",27.6131,0,0,4.732125,1.722635,0,12.23655,0,0,23.31445,0,0,0,2.139505,0,0,0,0.4840135,0.04830805,0
"RRP12",0,0,0.08348,0,0,0,0.0196141,0.10990845,0,0,1.310475,0,3.19094,0,0,0.087046,0.09697605,0,0.0185319,0.0509915
"RRP15",1.80057,2.62253,0.442971,0.7781245,2.198965,6.80397,1.06033,2.288335,0.7274375,1.37584,8.84752,0.9244575,6.29027,0.6932525,13.72535,0.137173,4.974785,41.04155,0.3540395,32.76605
"RRP1B",0,0.183745,0,0.0196308,0.242094,0,0.02223135,2.480585,0.7769935,0,0.336737,0.0419982,57.8786,0.144368,0.0086618,0,0,0,0.06385045,0
"RRP36",0,3.94661,0,0,0,33.2656,0,0.072753,0,0,0,0,0.816756,0,0,0,0,0,0,0
"RRP7A",1.87495,3.19375,20.783,0.458344,1.67744,3.89479,2.849985,12.54495,9.46348,76.93735,3.33179,0.820414,1.3061,8.225495,11.20915,64.5672,1.58118,0.2988435,0.634548,3.96607
"RRP8",0,0,0,0,0.3136565,0,0.1172423,0,0,0,0,0,0,0,0,0.0429569,6.455775,1.79464,91.5024,0.7441485
"RRP9",0,0.19264,0,0,0,0,0.0952204,0,0,0,0.506946,0,0,0,0.081771,0,0.6070615,0,3.20295,0.614859
"RRS1",0,4.11256,0,0,0,0,0,1.68229,0,0,12.06811,0,0,0.3101105,0,0.1674645,0.0531775,0,0,0
"RRS1-AS1",0.163953,0.0515546,0.0388154,0.11739235,0.6649125,0.152917,0.368297,0.5563375,0.1306415,0.389381,1.548485,0.1911035,0.0739167,0.01090955,1.603035,0.5029815,2.96311,0,0.05449175,0.1088124
"RS1",0,0.0928942,0,0,0.02724315,0,0.2520025,2.14282,0,0,0.255723,0,0,0,0.0973727,0,0.936758,0,0,0
"RSAD1",0,0,4.89616,0.05471,0.9350935,0,0.0185447,0.03642815,0,0,1.50541,0,0,0,0,0,0,0,0,0.1514675
"RSAD2",0.155349,0.0742072,0.114468,0.9019665,1.0083685,0.530971,0.250561,1.09647,0.951305,0.588275,2.530065,0.8105485,0.130499,0.1597245,0.718084,0.4646175,1.2799865,0.1234098,0.1222925,0.376895
"RSBN1",0,0,0,0.183243,0.158708,0,1.2405145,0.00773285,7.88219,0,2.383165,0,3.48245,2.343645,0.00778895,0.0101213,0,0,0,0.00564895
"RSBN1L",0,4.54002,0,0.02486515,0.0974844,1.19539,0,0.01983225,0,128.983,0.08236615,0.01924245,2.81045,0.01721135,0,0.02578085,0,0.507004,116.098,5.57895
"RSC1A1",0,0,0,0,0,0,0,2.013042,0,0,0,0,0,0,0,0,0,0,0,0
"RSF1",36.88,15.2526,0.375872,0.0252873,0.8830335,0,0,0.330496,2.039575,0.208485,6.10296,33.4334,0,0,0,0,0,68.4848,4.407575,0.01704175
"RSG1",0,0,0,0,0,0,0,0,0,0,3.25239,0,0,0,0,0,0,0,0,0
"RSL1D1",1.68323,0.292587,0.280417,23.68165,2.1187,163.73,1.567115,1.635,8.535375,3.47081,15.74725,0.5699235,0.486392,0.4765315,28.68165,0.1193735,1.90056,1.6113,0.22909,0.401159
"RSL24D1",0,0,6.65967,0,0.302277,0.872416,0.131708,13.997255,0.02449105,0.264628,0,0,0.315476,0.2824345,0.1635635,12.29355,0,0.0266235,0.0259923,0.050972
"RSPH1",0,0,0,0,0,0,0.07925385,0,0,0,0,0,10.564,0,0.3087555,0,0.0387019,0,0,0
"RSPH10B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RSPH10B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RSPH14",0,0,0,0,0,0,0.2483655,0,0,0,0,0,0,0,0,335.374,0,0,0,0
"RSPH3",0,0,0,0,0,0,0,0.414068,0,0,0.1213796,0,0,0,0,0,0,0,0,0
"RSPH4A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RSPH6A",0,0,0,0,0,0,0,0,0,0,4.33853,0,0,0,0,0,0,0,0,0
"RSPH9",0,0,0,0,0.6047285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RSPO1",0,0,0,0,0,0,0,0.3270925,0,0,3.83355,0,0,0,0,0,0.01639655,0,0,0
"RSPO2",0,0,0,0,1.86919,0,0,0,0,0,1.19726,0,5.96778,0,0,0,0,0,0,0
"RSPO3",0,0,0,0,0.19869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RSPO4",0,0,0,0,0,0,0,0,0,0,1.47328,0,0,0,0,0.0319678,0,42.5125,0,0
"RSPRY1",0,0,4.82758,0,0,40.1484,0.0159565,0.01691385,0.06865325,0,0.2243112,0.2866465,0.224451,0,7.51095,6.00652,9.1016,0,1.146835,0
"RSRC1",0.243615,0.0496124,0,0,0.241546,0,0,0.0361798,0,37.49055,0.04446215,0,0,0,0,18.3341,0,6.405755,0,0.0525205
"RSRC2",1.11914,42.4591,4.63509,0.395357,0.29117,0,0.5305005,0,3.60319,0,33.41575,10.39595,0.443293,0.04263,4.14747,131.614,0.533435,20.05625,0,0.208
"RSRP1",0,0.679993,21.5068,0,0,0,0,0,3.131585,0,0.061647,405.721,0,0,0.0717075,0,0.03797405,0.1072815,0,0
"RSU1",0.234626,1.42125,0.028579,0.6123485,1.1467245,0.106717,1.38427,0.982185,3.095775,0.0870764,2.73137,2.35916,0.0650014,0.188263,0.126977,0.08351535,3.871745,0.253703,0.06707195,0.3666685
"RSU1P2",0,0.053302,0,0,0.2469045,0.108135,0.0377473,0.6178895,0.04187655,0.134718,0.7848705,0.11291455,0.0467715,0.2022712,0.346963,0,0.2075695,0,0.11600895,0
"RTBDN",11.7807,1.22748,0,4.091745,1.83939,7.24637,1.387915,2.6466,1.208,0.369289,2.726815,0.2809925,0.14869,0.296485,1.0737635,0.1353895,1.786435,0.949219,0.8875215,1.50974
"RTCA",1.13164,0.825521,0.716969,0.4432255,2.470985,2.74291,1.449175,3.37313,1.42733,2.07155,6.42481,2.602985,0.214987,4.583615,1.45443,2.115655,4.08831,0.210397,0.4098125,1.020879
"RTCA-AS1",0,0,4.6037,0,0,0,0,0.4325825,0,0,1.5209,0,0,0.2097475,1.296745,0,1.049488,0,0,0
"RTCB",164.617,0,0,0,0,0,0,25.13995,14.58255,0,0.1928944,0,0,0,0.080328,1.19173,3.467855,0,65.36425,0.03317525
"RTEL1",0.0796883,1.55257,0,0,0,0,0,0,0.5530885,0,0.140956,0,0,0,1.48101,0,0.134834,0,0,0
"RTEL1-TNFRSF6B",1.36148e-09,2.67465e-11,0,0,0,0,0,1.1718e-296,1.478525e-40,0,4.08768e-45,0,0,0,4.5823685e-15,0,3.1514145305e-13,0,0,0
"RTF1",1.32299,0.312012,2.79875,0.08179555,0.8310125,16.4155,2.773805,2.434,43.87845,20.9296,4.89036,0.4081895,31.156,28.18105,33.73045,5.153535,4.10402,6.67834,34.338,0.0948421
"RTFDC1",27.9409,0,0,0,1.2715885,116.71,0,0.0573185,0,0,1.698645,0,0,0.0497455,0.059145,0,0,0.089732,23.36315,0.1964885
"RTKN",0,0.13217,0,0,0.158936,0,0,0,0,0,0.2224805,0,0,0,0,13.0713,0,0,0,0
"RTKN2",0,0.026591,0.0187801,0.1581545,0.02920995,0.0212808,0.03371405,0.7321475,0.0508215,0.00983265,1.1240555,0.0037438,0,0,0.0640931,0,0,0,0,0.653837
"RTL1",0,0,0,0,0,0,0,0.3134395,0,0,1.35882,0,0,0,0,0,0,0,0,0
"RTN1",15.4967,28.7719,44.3773,0.139414,24.7917,312.517,11.04535,18.4091,421.5105,9.98286,0.7147195,313.7445,5.01699,338.162,200.8465,778.55,1.36944,488.7865,307.3655,147.774
"RTN2",0,0,0,0,0.0955303,0,0.0530575,0,0,0.0669865,1.0790175,118.474,38.9621,0,0,1.263755,0,0,0,0
"RTN3",58.8095,6.38498,16.2462,18.5952,15.4623,0.345066,4.93648,9.937,69.19635,0.0411618,12.59315,0.699704,7.77155,29.79975,54.53175,222.5305,0.6864755,364.9125,180.299,12.49985
"RTN4",46.8764,31.5011,54.5155,0.3997825,4.28746,14.0452,2.146595,56.36265,150.798,39.5956,40.7055,8.79908,61.7315,25.08935,72.45995,113.35,65.86905,422.677,108.939,25.043
"RTN4IP1",0.115012,0.075927,0.139222,0.48364,0.381979,0.232613,0.06293665,0.6748515,0.4125905,0.3640105,2.51031,0,0.101697,0.240745,0.1391844,0,0.33057485,0.2050885,0.1142405,0.01874925
"RTN4R",0,0,0,0,24.95535,0,0,0,0.277935,0,0,0,0,0,0,0,0,0,0,0
"RTN4RL1",0,0,0,0,0,0,0,0,0,0,0.4564265,0,0,0,1.654135,0,0,0,0,0
"RTN4RL2",0,0,0,0,0,0,0,0.148435,0,0,3.145085,0,0,0,1.72804,0,0.0141887,2.62367,0,0
"RTP1",0,0,0,0.14048075,0,0,0,10.85735,0,0,0,0,0,0,0.02016915,0,0,0,0,0.4694195
"RTP2",0,0,0,0.079007,0,0,0,0,0,0,0,0,0,0,0,0,34.7397,0,0,0
"RTP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RTP4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RTP5",0,0,0,0,0,0,0.9075345,0,0,0,0,0.0619855,0,0,0,0,0,0,0,0.078825
"RTTN",0,0,0,0,0,0,0.537747,0,0,0,0.00873445,0,0,0,0,0,0.680913,0,0,0
"RUFY1",0,0.0461784,0,0,0,0,4.96929,0,0,0,0.9736155,0.0288523,0,0,0,0.06994565,0.03882105,0,0,0.07526345
"RUFY2",0.542719,0.89153,0,0.05019465,0.145126,0.365732,0.1230334,0.1749945,0.16199805,133.7615,2.243815,0.6235615,1.39233,0.13495595,0.0794169,0.0319864,0.2847965,0.3293485,0.0076997,0.203171
"RUFY3",3.18915,32.6168,10.6297,20.29855,14.6447,0,0.01296935,7.42917,19.5055,0.5326915,19.52685,0.07764175,0.0490904,134.373,55.0792,13.42385,20.3266,0.0623499,61.6395,31.08565
"RUFY4",0,0,0,0,0.284856,0,0.1374095,0.2600065,0,0,0.8659605,0,0,3.176325,0,0,0.634016,0,0,0
"RUNDC1",2.321,0.924345,0.791111,1.706105,3.882615,1.92496,2.4684,4.156405,41.66285,2.698265,7.907725,0.75265,24.1633,17.19495,2.465815,6.48687,3.826375,0.322722,45.79465,2.81473
"RUNDC3A",45.0165,0.16325,2.47193,0,0,0,0.0560825,1.72858,0.306971,6.242925,0.12648255,0,0,0,0,261.9045,0,71.89155,4.28632,122.8935
"RUNDC3A-AS1",2.83145,1.9137,0.64029,1.8956,5.4701,2.48117,3.65511,6.29296,1.813975,5.71096,11.2866,3.789735,1.67473,3.98659,6.26583,1.250385,8.378095,0.97502,0.7509075,3.063415
"RUNDC3B",0.0881922,0,0.781995,0.217305,8.94753,0.0842387,0.00757965,0.1436075,0.0079843,0.17840645,0.7054365,0.00729235,0,0.02404565,0.0185749,19.9651,0,0.0082863,2.546825,4.80596
"RUNX1",0.0878025,0,0,0,0.05880995,0,0,0.3440645,20.2619,0,0.0072405,0,0,0,0.0106557,0,0,0,0,0.054233
"RUNX1T1",51.3774,5.50705,6.00602,0.2624525,4.05303,5.25833,0.1782078,0.7642455,71.8956,0.05496405,0.3105915,0.292547,8.8172,2.322185,27.5755,0.06726445,1.08848,81.3063,5.191545,0.231302
"RUNX2",0.182711,0,0,0,8.573075,0,0,0,0.505313,0,0.284661,0,0,0,0.0112864,0,0,0,0,0
"RUNX3",0,0,0,0,0,0,0.143783,0.371165,0,0,0,0,0,0,0.056862,0,0.02295525,0,0,0.04922755
"RUSC1",0,0,59.7027,0.260572,16.28375,0,0.0319608,0,21.557,0,0.210438,0.02326805,0,0.8597755,0,52.7652,0.01200885,0,0,17.034
"RUSC1-AS1",24.525,0.610182,0,0,0.628134,0,1.74597,0.0504385,14.98725,50.16205,4.085575,0,3.35373,0,4.007825,2.505985,1.347364,0,0,0
"RUSC2",85.6665,0,0,0.2665225,0.0192509,4.59254,0.03824765,12.85945,23.13625,0.11340655,3.03901,0,0,5.03736,19.84385,79.8933,0.4852635,11.49675,0.9931605,5.349995
"RUVBL1",0,0,0,0,0,0,0,1.741045,0,0.578952,0.0240677,0,0,0,0.051663,0,0,0.083085,0,0
"RUVBL1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUVBL2",0,26.9255,0,0.346759,0.171248,0.316544,8.281885,3.53139,0,7.145165,2.26232,0,5.69599,98.10215,0,0.0762035,0.0720225,42.1427,0,0
"RWDD1",0.289445,0.119569,0.971843,0,2.3121,6.22097,3.639775,0,55.97085,0,1.470825,0.3194145,0.0513101,0,0,40.4236,2.37741,0.03097625,0,0
"RWDD2A",0,0,0,0,0,0,0,0,0,0,0.04486455,0,0,0,0,154.6595,0,0,0,0
"RWDD2B",0,0,0,0.02713085,0,0,0,0,0.3847015,0,0,0,0,0,0,102.452,0,0.14832715,0.19721685,0
"RWDD3",0,0,0,0,0.3358685,0,0,0,0,0,0,0,0,0,0,36.72315,0,0,0,0
"RWDD4",0,0,0.149318,0.01465145,0,0,0,0.2291385,88.35325,0.0181231,0.1922855,0,0,0,0,13.4557,0.0891175,0,0.244611,0
"RXFP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09160665,0,0,0
"RXFP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RXFP3",0,0,0,0,0,0,11.0411,0,0,0,0.1559285,0,0,0,0,0,0,0,0,0
"RXFP4",0,0,0,0,0,0,0,0,0,0,0.3586565,0,0,0,0,0,0,0,0,0
"RXRA",0,0,0,0,5.30311,0,1.421395,0.0414108,120.1065,0.02893155,0.4808595,0,0,0.9427965,0,10.97525,0.205462,0,0,1.96575
"RXRB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RXRG",0,0,2.3263,0,0,0,41.3318,0,3.469335,0,0.212829,0,0,0,0,42.55875,0,0,5.00328,0
"RYBP",0,0,4.29082,0,0.0110658,0,0,0.02380855,12.29745,0,2.31737,0,9.69838,0.01026465,0.2746205,1.90219,0,0.01376695,0.01505575,0
"RYK",0,0,0.168041,0,0,0,0,0,0,0.939318,0.0863737,0.986552,0,0,0.01354115,0,0,0,0.0140291,0
"RYR1",0,0,0,0.00649665,0.0217378,0,0.709743,0.2172805,0,0,1.084731,0,0,0.6987125,0.1537495,0,0.09329835,0,0.0055161,0.01344665
"RYR2",0,0,0,0,0.287613,0,0.2480505,0,0,0,0.01373575,0,0.0985213,0,0.119196,0,0.7391945,0.0057161,0,0
"RYR3",0,0,0,0,0,0,0.002108555,0.01626637,0.02438915,0,0.0456655,0,0,0,0.0026145,0,0,0,0,0
"S100A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
